Date,Stock,Quater,"Revenue(RM,000)","Net_Profit(RM,000)",Earning_Per_Share (Cent),Dividend
22-Aug-19,NOTION,3rd Quarter Report,"56,357","1,868",0.56,0
22-Aug-19,JCY,3rd Quarter Report,"213,459","-26,358",-1.28,0
22-Aug-19,ISTONE,2nd Quarter Report,"17,216","2,148",0.22,0
22-Aug-19,MICROLN,1st Quarter Report,"54,322","1,217",0.73,0
22-Aug-19,AASIA,2nd Quarter Report,"5,220","-1,566",-0.24,0
22-Aug-19,AFUJIYA,2nd Quarter Report,"27,908",105,0.06,0
22-Aug-19,MFCB,2nd Quarter Report,"159,050","22,213",5.59,0
22-Aug-19,CCK,2nd Quarter Report,"165,362","8,876",1.41,0
22-Aug-19,PETRONM,2nd Quarter Report,"3,022,670","56,215",20.8,0
22-Aug-19,SBAGAN,4th Quarter Report,"4,519","-2,157",-2.88,0
22-Aug-19,KUCHAI,4th Quarter Report,"4,960","3,709",3,0
22-Aug-19,AVI,1st Quarter Report,"15,099","-5,427",-0.63,0
22-Aug-19,AMBANK,1st Quarter Report,"2,390,402","391,459",13.01,0
22-Aug-19,HSL,2nd Quarter Report,"175,411","16,432",2.99,1
22-Aug-19,MEDIA,2nd Quarter Report,"296,767","-8,825",-0.8,0
21-Aug-19,BJASSET,4th Quarter Report,"102,248","-83,096",-3.32,0
21-Aug-19,TOMEI,2nd Quarter Report,"135,511","1,115",0.8,0
21-Aug-19,RCECAP,1st Quarter Report,"66,938","24,119",7.03,0
21-Aug-19,TUNEPRO,2nd Quarter Report,"124,461","10,708",1.42,3
21-Aug-19,SERSOL,2nd Quarter Report,"3,238",-68,-0.07,0
21-Aug-19,BOXPAK,2nd Quarter Report,"157,659","-7,413",-6.18,0
21-Aug-19,APPASIA,2nd Quarter Report,"35,393",268,0.08,0
21-Aug-19,ABLEGRP,2nd Quarter Report,"1,177",-303,-0.12,0
21-Aug-19,WANGZNG,2nd Quarter Report,"62,554","3,076",1.94,4
21-Aug-19,RGTBHD,4th Quarter Report,"19,060","1,565",0.27,0
21-Aug-19,MPHBCAP,2nd Quarter Report,"109,531","15,661",2.2,0
21-Aug-19,D&O,2nd Quarter Report,"115,036","5,966",0.37,0
21-Aug-19,CAMRES,2nd Quarter Report,"48,195",165,0.09,0
21-Aug-19,GDB,2nd Quarter Report,"70,949","6,936",1.11,1
21-Aug-19,CBIP,2nd Quarter Report,"92,425","1,237",0.24,0
21-Aug-19,NIHSIN,2nd Quarter Report,"7,089","-5,083",-1.61,0
21-Aug-19,IMASPRO,4th Quarter Report,"11,610",-118,-0.15,3.5
21-Aug-19,FIAMMA,3rd Quarter Report,"94,992","8,415",1.71,0
21-Aug-19,JAKS,2nd Quarter Report,"315,430","37,290",6.35,0
21-Aug-19,CNASIA,2nd Quarter Report,"4,334",84,0.18,0
21-Aug-19,HUPSENG,2nd Quarter Report,"69,691","8,969",1.12,2
21-Aug-19,HWGB,2nd Quarter Report,"62,027",-174,-0.05,0
21-Aug-19,LANDMRK,2nd Quarter Report,"24,003","-16,833",-3.18,0
21-Aug-19,AMWAY,2nd Quarter Report,"230,773","18,491",11.25,5
21-Aug-19,MARCO,2nd Quarter Report,"32,409","3,112",0.34,0
21-Aug-19,BINTAI,1st Quarter Report,"13,600","11,224",3.9,0
21-Aug-19,N2N,2nd Quarter Report,"26,168","2,958",0.53,1
21-Aug-19,MANULFE,2nd Quarter Report,"319,132","12,866",6.36,0
21-Aug-19,AHEALTH,2nd Quarter Report,"159,270","13,224",2.81,1.7
21-Aug-19,MSM,2nd Quarter Report,"474,022","-67,330",-9.58,0
21-Aug-19,WILLOW,2nd Quarter Report,"28,802","3,288",0.68,0
21-Aug-19,TAFI,2nd Quarter Report,"6,165",-963,-1.24,0
21-Aug-19,CRESBLD,2nd Quarter Report,"123,106","4,143",2.5,0
21-Aug-19,MALPAC,4th Quarter Report,0,"-1,161",-1.55,0
21-Aug-19,FREIGHT,4th Quarter Report,"142,958","1,071",0.38,2.5
20-Aug-19,TIMWELL,2nd Quarter Report,"8,918","1,436",1.61,0
20-Aug-19,TCHONG,2nd Quarter Report,"1,066,674","19,428",2.98,2
20-Aug-19,MBMR,2nd Quarter Report,"558,045","74,038",18.94,6
20-Aug-19,KLCC,2nd Quarter Report,"351,093","180,376",9.99,8.8
20-Aug-19,OSKVI,2nd Quarter Report,"25,666",430,0.22,0
20-Aug-19,DANCO,2nd Quarter Report,"19,630","3,757",1.2,0.75
20-Aug-19,POS,Other,"572,953","-15,100",-1.93,0
20-Aug-19,DNONCE,2nd Quarter Report,"38,214","-2,304",-0.93,0
20-Aug-19,HIBISCS,4th Quarter Report,"237,069","24,723",1.56,0
20-Aug-19,PMETAL,2nd Quarter Report,"2,133,602","102,887",2.56,1.25
20-Aug-19,FLBHD,2nd Quarter Report,"28,601","-3,669",-3.59,0
20-Aug-19,BJFOOD,Other,"110,760",203,0.06,0
20-Aug-19,PANSAR,1st Quarter Report,"81,566","1,440",0.31,0
20-Aug-19,PLENITU,4th Quarter Report,"90,006","19,239",5,0
20-Aug-19,TASHIN,2nd Quarter Report,"55,835","1,806",0.62,0
20-Aug-19,SMETRIC,2nd Quarter Report,"8,229","1,668",0.68,0
20-Aug-19,BKAWAN,3rd Quarter Report,"3,824,675","50,826",12.79,0
20-Aug-19,KAB,2nd Quarter Report,"33,923","1,875",0.57,0
20-Aug-19,GPA,1st Quarter Report,"5,906",180,0.02,0
20-Aug-19,PICORP,2nd Quarter Report,"23,188",774,0.12,0
20-Aug-19,HEIM,2nd Quarter Report,"512,575","65,696",21.75,42
20-Aug-19,ENRA,1st Quarter Report,"51,469",109,0.08,3
20-Aug-19,SALUTE,4th Quarter Report,"16,009",-813,-0.21,0.6
20-Aug-19,EASTLND,2nd Quarter Report,"3,977","-3,472",-1.4,0
20-Aug-19,PMBTECH,2nd Quarter Report,"141,061","4,332",2.52,1
20-Aug-19,SHL,1st Quarter Report,"38,421","11,772",4.86,0
20-Aug-19,KLK,3rd Quarter Report,"3,704,403","48,615",4.6,0
20-Aug-19,MIECO,2nd Quarter Report,"111,285","3,722",0.71,0
20-Aug-19,KFM,3rd Quarter Report,"15,125",-511,-0.75,0
19-Aug-19,UTUSAN,2nd Quarter Report,"25,908","-3,890",-3.51,0
19-Aug-19,BJTOTO,Other,"974,916","-41,378",-3.07,0
19-Aug-19,GASMSIA,2nd Quarter Report,"1,736,740","49,009",3.82,4.8
19-Aug-19,AMPROP,1st Quarter Report,"35,080","2,461",0.42,0
19-Aug-19,GCB,2nd Quarter Report,"753,061","60,997",12.77,1.5
19-Aug-19,HUAAN,2nd Quarter Report,"235,071","-7,525",-0.67,0
19-Aug-19,ORNA,2nd Quarter Report,"79,960","2,338",3.15,0
19-Aug-19,PRG,2nd Quarter Report,"27,060","-5,950",-1.83,0
19-Aug-19,WCEHB,1st Quarter Report,"383,193","9,226",0.92,0
19-Aug-19,HHGROUP,2nd Quarter Report,"27,430",177,0.05,0
19-Aug-19,HEXTAR,2nd Quarter Report,"55,851","-22,176",-2.7,0
19-Aug-19,SUNCON,2nd Quarter Report,"440,175","33,185",2.57,3.5
19-Aug-19,RHONEMA,2nd Quarter Report,"29,372","2,120",1.16,0
19-Aug-19,3A,2nd Quarter Report,"107,877","6,268",1.27,0
19-Aug-19,PERSTIM,1st Quarter Report,"224,756","11,631",11.71,0
19-Aug-19,GUH,2nd Quarter Report,"87,176","3,801",1.37,0
19-Aug-19,KRONO,2nd Quarter Report,"52,071","5,060",1.1,0
19-Aug-19,BOILERM,1st Quarter Report,"60,790","6,462",1.25,0
16-Aug-19,SJC,2nd Quarter Report,"3,628",-526,-1.3,0
16-Aug-19,AMFIRST,1st Quarter Report,"29,135","6,645",0.96,0
16-Aug-19,TEOSENG,2nd Quarter Report,"121,247","5,084",1.7,0
16-Aug-19,ASIAPLY,2nd Quarter Report,"17,094","-3,299",-0.73,0
16-Aug-19,EMICO,1st Quarter Report,"13,629",188,0.18,0
16-Aug-19,IFCAMSC,2nd Quarter Report,"21,078","1,038",0.17,0
16-Aug-19,GUOCO,4th Quarter Report,"131,021","-11,694",-1.75,0
16-Aug-19,TECHBND,4th Quarter Report,"20,162","2,093",0.91,0
16-Aug-19,PENTA,2nd Quarter Report,"120,736","19,540",4.11,0
16-Aug-19,ELSOFT,2nd Quarter Report,"12,333","6,288",0.94,1
16-Aug-19,PHB,2nd Quarter Report,"2,678",-749,-0.04,0
16-Aug-19,MAGNA,2nd Quarter Report,"5,724","-10,968",-3.3,0
16-Aug-19,PIE,2nd Quarter Report,"180,581","8,022",2.09,5
15-Aug-19,DIALOG,4th Quarter Report,"449,340","140,708",2.5,2.3
15-Aug-19,TEXCYCL,2nd Quarter Report,"8,083","2,275",0.89,0.6
15-Aug-19,LYSAGHT,2nd Quarter Report,"18,623","2,243",5.39,0
15-Aug-19,GRANFLO,2nd Quarter Report,"23,583",757,0.16,0
15-Aug-19,HSSEB,2nd Quarter Report,"35,461","-2,814",-0.57,0
15-Aug-19,ESAFE,2nd Quarter Report,"27,821",928,0.34,0
15-Aug-19,IOICORP,4th Quarter Report,"1,738,200","46,600",0.74,4.5
15-Aug-19,KKB,2nd Quarter Report,"119,767","5,550",2.15,0
15-Aug-19,SWKPLNT,2nd Quarter Report,"75,653","2,424",0.87,0
15-Aug-19,K1,2nd Quarter Report,"25,481","1,750",0.24,0
15-Aug-19,WATTA,2nd Quarter Report,"3,152",-341,-0.4,0
15-Aug-19,RVIEW,2nd Quarter Report,"6,284",-671,-1.03,0.02
15-Aug-19,CARLSBG,2nd Quarter Report,"480,524","65,255",21.34,16.1
15-Aug-19,DBHD,2nd Quarter Report,"68,927","3,663",1.15,0
14-Aug-19,SHCHAN,2nd Quarter Report,"6,866",293,0.22,0
14-Aug-19,MFLOUR,2nd Quarter Report,"625,516",-580,-0.06,1.2
14-Aug-19,RANHILL,2nd Quarter Report,"423,992","18,671",1.75,0
14-Aug-19,MAYBULK,2nd Quarter Report,"68,747","-6,941",-0.69,0
14-Aug-19,AYER,2nd Quarter Report,"15,179","1,423",1.9,0
14-Aug-19,SPSETIA,2nd Quarter Report,"1,335,730","138,726",1.81,0
14-Aug-19,MISC,2nd Quarter Report,"2,161,700","399,800",9,7
14-Aug-19,PBBANK,2nd Quarter Report,"5,598,364","1,332,946",34.34,33
13-Aug-19,FPGROUP,4th Quarter Report,"12,038","3,650",0.7,0
13-Aug-19,TIENWAH,2nd Quarter Report,"92,819","1,197",0.83,0
13-Aug-19,PCHEM,2nd Quarter Report,"4,337,000","1,120,000",14,11
9-Aug-19,TRIMODE,2nd Quarter Report,"20,335",624,0.38,0
9-Aug-19,SAMCHEM,2nd Quarter Report,"238,371","6,367",2.34,1
8-Aug-19,GESHEN,2nd Quarter Report,"38,464","-1,945",-3.17,0
8-Aug-19,VSTECS,2nd Quarter Report,"421,783","6,357",3.5,0
8-Aug-19,SUNREIT,4th Quarter Report,"145,559","178,005",5.91,2.28
8-Aug-19,BPPLAS,2nd Quarter Report,"86,705","4,525",2.41,0
8-Aug-19,MSC,2nd Quarter Report,"289,082","7,484",1.9,0
7-Aug-19,NPS,1st Quarter Report,"3,172",690,0.46,0
7-Aug-19,GCE,2nd Quarter Report,"5,374","-2,501",-1.27,0
7-Aug-19,DUFU,2nd Quarter Report,"53,315","10,461",4.2,2.5
7-Aug-19,MQREIT,2nd Quarter Report,"39,189","16,455",1.54,3.43
6-Aug-19,IMPIANA,2nd Quarter Report,"13,006","2,080",0.07,0
6-Aug-19,HARTA,1st Quarter Report,"640,101","94,063",2.81,1.9
6-Aug-19,TASEK,2nd Quarter Report,"127,682","-7,191",-5.94,0
6-Aug-19,F&N,3rd Quarter Report,"1,066,336","114,944",31.3,0
6-Aug-19,UNISEM,2nd Quarter Report,"311,927","14,451",1.99,2
2-Aug-19,SLP,2nd Quarter Report,"43,208","6,528",2.06,1.5
2-Aug-19,MHB,2nd Quarter Report,"276,449","-9,475",-0.59,0
2-Aug-19,MAXIS,2nd Quarter Report,"2,206,000","397,000",5.1,5
1-Aug-19,AHP,2nd Quarter Report,"7,833","4,996",2.27,2.85
1-Aug-19,ARBB,2nd Quarter Report,"11,280","8,612",6.54,0
1-Aug-19,BURSA,2nd Quarter Report,"123,960","46,339",5.7,10.4
31-Jul-19,YTLREIT,4th Quarter Report,"118,666","23,120",1.36,2.1
31-Jul-19,CCB,2nd Quarter Report,"310,482",-346,-0.34,0
31-Jul-19,ECOHLDS,4th Quarter Report,"19,349",259,0.16,0
31-Jul-19,VIZIONE,4th Quarter Report,"103,602","11,400",2.08,0
31-Jul-19,CHINTEK,3rd Quarter Report,"33,480","7,771",8.51,10
31-Jul-19,ECOFIRS,4th Quarter Report,"61,593","8,288",1.04,0
31-Jul-19,EUROSP,4th Quarter Report,"10,846","-2,287",-5.15,0
31-Jul-19,SYSTECH,1st Quarter Report,"8,672",295,0.08,0
31-Jul-19,UCREST,4th Quarter Report,"2,917","-2,632",-0.57,0
31-Jul-19,KEYASIC,4th Quarter Report,"4,371","-2,808",-0.3,0
31-Jul-19,ESCERAM,4th Quarter Report,"9,383",875,0.4,0
31-Jul-19,AMTEL,2nd Quarter Report,"16,919","1,172",2.16,0
31-Jul-19,NWP,3rd Quarter Report,"1,856","-1,093",-0.23,0
31-Jul-19,GTRONIC,2nd Quarter Report,"47,049","8,141",1.22,2
31-Jul-19,PLB,3rd Quarter Report,"41,267","-2,166",-1.28,0
31-Jul-19,FRONTKN,2nd Quarter Report,"80,144","16,518",1.58,1
31-Jul-19,LCTITAN,2nd Quarter Report,"2,127,154","104,848",4.61,0
29-Jul-19,TASHIN,1st Quarter Report,"62,779","3,501",1.21,0
29-Jul-19,DYNACIA,Other,"22,065","-1,415",-0.3,0
29-Jul-19,YKGI,2nd Quarter Report,"46,274",-393,-0.11,0
29-Jul-19,SWSCAP,3rd Quarter Report,"40,187",177,0.1,0
29-Jul-19,NYLEX,4th Quarter Report,"380,284",130,0.07,1
29-Jul-19,SCH,3rd Quarter Report,"35,092","4,386",0.79,0
29-Jul-19,AJIYA,2nd Quarter Report,"85,116","1,977",0.66,0
29-Jul-19,ANCOMLB,4th Quarter Report,"8,028",-165,-0.03,0
29-Jul-19,MELATI,3rd Quarter Report,"39,631",308,0.26,0
29-Jul-19,ANCOM,4th Quarter Report,"480,918","10,334",4.91,0
29-Jul-19,UTDPLT,2nd Quarter Report,"270,532","75,941",36.55,0
29-Jul-19,PENSONI,4th Quarter Report,"87,168","1,324",1.02,0
29-Jul-19,POLY,1st Quarter Report,"14,951",261,0.16,0
29-Jul-19,TAS,4th Quarter Report,"3,401","3,001",1.71,0
29-Jul-19,LUXCHEM,2nd Quarter Report,"188,388","9,893",1.13,1
26-Jul-19,TMCLIFE,3rd Quarter Report,"51,130","8,357",0.48,0
26-Jul-19,HEXZA,3rd Quarter Report,"24,805","1,406",0.7,0
26-Jul-19,CEPCO,3rd Quarter Report,"25,086","-3,098",-4.11,0
26-Jul-19,KIPREIT,4th Quarter Report,"16,204","11,525",2.28,0
26-Jul-19,WPRTS,2nd Quarter Report,"454,453","166,317",4.88,6.74
25-Jul-19,ATRIUM,2nd Quarter Report,"4,913","2,108",1.45,2
25-Jul-19,CMMT,2nd Quarter Report,"84,848","-10,153",-0.5,3.22
25-Jul-19,PAOS,4th Quarter Report,"53,581",-349,-0.19,0
25-Jul-19,PANTECH,1st Quarter Report,"145,023","11,175",1.49,0.5
25-Jul-19,FIBON,4th Quarter Report,"4,371","1,592",1.63,0
25-Jul-19,EUPE,1st Quarter Report,"84,700","7,410",5.79,0
25-Jul-19,CARING,4th Quarter Report,"153,128","5,225",2.4,0
25-Jul-19,TWRREIT,Other,"6,432","3,612",1.29,0
25-Jul-19,CVIEW,2nd Quarter Report,"33,706","4,710",4.71,0
25-Jul-19,PAVREIT,2nd Quarter Report,"144,119","59,229",1.95,4.4
25-Jul-19,MHC,2nd Quarter Report,"70,980",-167,-0.08,0
25-Jul-19,EDUSPEC,1st Quarter Report,"5,974","1,079",0.1,0
25-Jul-19,TAKAFUL,2nd Quarter Report,"672,981","80,949",9.79,0
31-Jul-19,YTLREIT,4th Quarter Report,"118,666","23,120",1.36,2.1
31-Jul-19,CCB,2nd Quarter Report,"310,482",-346,-0.34,0
31-Jul-19,ECOHLDS,4th Quarter Report,"19,349",259,0.16,0
31-Jul-19,VIZIONE,4th Quarter Report,"103,602","11,400",2.08,0
31-Jul-19,CHINTEK,3rd Quarter Report,"33,480","7,771",8.51,10
31-Jul-19,ECOFIRS,4th Quarter Report,"61,593","8,288",1.04,0
31-Jul-19,EUROSP,4th Quarter Report,"10,846","-2,287",-5.15,0
31-Jul-19,SYSTECH,1st Quarter Report,"8,672",295,0.08,0
31-Jul-19,UCREST,4th Quarter Report,"2,917","-2,632",-0.57,0
31-Jul-19,KEYASIC,4th Quarter Report,"4,371","-2,808",-0.3,0
31-Jul-19,ESCERAM,4th Quarter Report,"9,383",875,0.4,0
31-Jul-19,AMTEL,2nd Quarter Report,"16,919","1,172",2.16,0
31-Jul-19,NWP,3rd Quarter Report,"1,856","-1,093",-0.23,0
31-Jul-19,GTRONIC,2nd Quarter Report,"47,049","8,141",1.22,2
31-Jul-19,PLB,3rd Quarter Report,"41,267","-2,166",-1.28,0
31-Jul-19,FRONTKN,2nd Quarter Report,"80,144","16,518",1.58,1
31-Jul-19,LCTITAN,2nd Quarter Report,"2,127,154","104,848",4.61,0
29-Jul-19,TASHIN,1st Quarter Report,"62,779","3,501",1.21,0
29-Jul-19,DYNACIA,Other,"22,065","-1,415",-0.3,0
29-Jul-19,YKGI,2nd Quarter Report,"46,274",-393,-0.11,0
29-Jul-19,SWSCAP,3rd Quarter Report,"40,187",177,0.1,0
29-Jul-19,NYLEX,4th Quarter Report,"380,284",130,0.07,1
29-Jul-19,SCH,3rd Quarter Report,"35,092","4,386",0.79,0
29-Jul-19,AJIYA,2nd Quarter Report,"85,116","1,977",0.66,0
29-Jul-19,ANCOMLB,4th Quarter Report,"8,028",-165,-0.03,0
29-Jul-19,MELATI,3rd Quarter Report,"39,631",308,0.26,0
29-Jul-19,ANCOM,4th Quarter Report,"480,918","10,334",4.91,0
29-Jul-19,UTDPLT,2nd Quarter Report,"270,532","75,941",36.55,0
29-Jul-19,PENSONI,4th Quarter Report,"87,168","1,324",1.02,0
29-Jul-19,POLY,1st Quarter Report,"14,951",261,0.16,0
29-Jul-19,TAS,4th Quarter Report,"3,401","3,001",1.71,0
29-Jul-19,LUXCHEM,2nd Quarter Report,"188,388","9,893",1.13,1
26-Jul-19,TMCLIFE,3rd Quarter Report,"51,130","8,357",0.48,0
26-Jul-19,HEXZA,3rd Quarter Report,"24,805","1,406",0.7,0
26-Jul-19,CEPCO,3rd Quarter Report,"25,086","-3,098",-4.11,0
26-Jul-19,KIPREIT,4th Quarter Report,"16,204","11,525",2.28,0
26-Jul-19,WPRTS,2nd Quarter Report,"454,453","166,317",4.88,6.74
25-Jul-19,ATRIUM,2nd Quarter Report,"4,913","2,108",1.45,2
25-Jul-19,CMMT,2nd Quarter Report,"84,848","-10,153",-0.5,3.22
25-Jul-19,PAOS,4th Quarter Report,"53,581",-349,-0.19,0
25-Jul-19,PANTECH,1st Quarter Report,"145,023","11,175",1.49,0.5
25-Jul-19,FIBON,4th Quarter Report,"4,371","1,592",1.63,0
25-Jul-19,EUPE,1st Quarter Report,"84,700","7,410",5.79,0
25-Jul-19,CARING,4th Quarter Report,"153,128","5,225",2.4,0
25-Jul-19,TWRREIT,Other,"6,432","3,612",1.29,0
25-Jul-19,CVIEW,2nd Quarter Report,"33,706","4,710",4.71,0
25-Jul-19,PAVREIT,2nd Quarter Report,"144,119","59,229",1.95,4.4
25-Jul-19,MHC,2nd Quarter Report,"70,980",-167,-0.08,0
25-Jul-19,EDUSPEC,1st Quarter Report,"5,974","1,079",0.1,0
25-Jul-19,TAKAFUL,2nd Quarter Report,"672,981","80,949",9.79,0
28-Jun-19,BABA,1st Quarter Report,"14,547","1,240",0.55,0
28-Jun-19,KHJB,1st Quarter Report,"24,233","1,935",0.64,0
28-Jun-19,MNC,Other,"1,321",61,0.01,0
28-Jun-19,COMCORP,1st Quarter Report,1,"16,190",11.56,0
28-Jun-19,APFT,4th Quarter Report,-474,"52,884",3.94,0
28-Jun-19,NEXGRAM,3rd Quarter Report,"15,674","1,785",0.09,0
28-Jun-19,SAPRES,1st Quarter Report,"12,006","-1,269",-0.91,0
28-Jun-19,ANZO,3rd Quarter Report,"1,506","-1,006",-0.11,0
28-Jun-19,KEINHIN,4th Quarter Report,"56,564",833,0.76,1
28-Jun-19,KOMARK,4th Quarter Report,"10,271","-2,602",-1.67,0
28-Jun-19,CYPARK,2nd Quarter Report,"101,430","19,344",4.24,0
28-Jun-19,ASTINO,3rd Quarter Report,"141,438","8,584",3.15,0
27-Jun-19,GAMUDA,3rd Quarter Report,"1,036,682","175,987",7.13,6
27-Jun-19,XIANLNG,1st Quarter Report,"3,323",109,0.14,0
27-Jun-19,SUBUR,3rd Quarter Report,"81,683","-10,900",-5.79,0
27-Jun-19,APOLLO,4th Quarter Report,"47,568","3,844",4.81,20
27-Jun-19,BJCORP,Other,"2,219,569","97,102",1.7,0
27-Jun-19,TDEX,Other,"10,318","-4,188",-0.71,0
27-Jun-19,LBALUM,4th Quarter Report,"113,034","2,661",1.07,1.5
27-Jun-19,KMLOONG,1st Quarter Report,"168,966","14,506",1.55,0
27-Jun-19,CRESNDO,1st Quarter Report,"60,538","9,170",3.28,0
27-Jun-19,GLOMAC,4th Quarter Report,"80,935","10,099",1.3,0.8
27-Jun-19,GREENYB,Other,"10,796","4,203",1.26,0
27-Jun-19,AEONCR,1st Quarter Report,"378,588","84,600",32.69,0
27-Jun-19,SOLID,4th Quarter Report,"59,301",421,0.11,0
27-Jun-19,SCGM,4th Quarter Report,"50,700","-7,139",-3.7,0.25
27-Jun-19,SAPNRG,1st Quarter Report,"1,632,460","-109,096",-0.68,0
27-Jun-19,TECGUAN,1st Quarter Report,"60,537","1,781",4.44,0
27-Jun-19,TALAMT,1st Quarter Report,"5,777","24,137",0.57,0
27-Jun-19,JKGLAND,1st Quarter Report,"39,552","1,253",0.06,0
27-Jun-19,INIX,3rd Quarter Report,"1,161",-752,-0.29,0
27-Jun-19,POHUAT,2nd Quarter Report,"147,013","9,535",4.33,2
27-Jun-19,HIAPTEK,3rd Quarter Report,"296,677","-9,179",-0.69,0
27-Jun-19,QUALITY,1st Quarter Report,"30,449","-1,458",-2.52,0
27-Jun-19,ECOWLD,2nd Quarter Report,"543,181","41,172",1.4,0
27-Jun-19,EWINT,2nd Quarter Report,0,"-11,981",-0.5,0
26-Jun-19,MCOM,2nd Quarter Report,"7,615",17,0.01,0
26-Jun-19,SAPIND,1st Quarter Report,"64,569","1,210",1.66,0
26-Jun-19,UMCCA,4th Quarter Report,"56,434","-13,556",-6.46,6
26-Jun-19,YINSON,1st Quarter Report,"208,996","49,854",4.55,0
26-Jun-19,NTPM,4th Quarter Report,"182,174","-4,852",-0.4,0.8
26-Jun-19,ARANK,3rd Quarter Report,"112,696","2,483",1.47,0
26-Jun-19,M&G,Other,"16,207","-22,512",-3.11,0
26-Jun-19,SYF,3rd Quarter Report,"55,747","-5,770",-0.93,0
26-Jun-19,MCEHLDG,3rd Quarter Report,"17,597","-1,575",-3.55,0
26-Jun-19,MBG,1st Quarter Report,"9,784",-220,-0.36,0
26-Jun-19,SMTRACK,3rd Quarter Report,425,74,0.05,0
26-Jun-19,PRLEXUS,3rd Quarter Report,"64,970","-2,851",-1.64,0
26-Jun-19,SCIENTX,3rd Quarter Report,"828,457","72,884",14.31,10
26-Jun-19,LKL,4th Quarter Report,"8,844","-2,753",-0.64,0
25-Jun-19,HAIO,4th Quarter Report,"69,942","10,021",3.45,9
25-Jun-19,ASTRO,1st Quarter Report,"1,234,402","176,196",3.38,2
25-Jun-19,TRIVE,3rd Quarter Report,930,-701,-0.03,0
25-Jun-19,REDTONE,Other,"73,383","4,800",0.63,0
25-Jun-19,VIS,2nd Quarter Report,"5,112",746,0.44,0
25-Jun-19,DAIBOCI,Other,"34,484",816,0.25,0
25-Jun-19,VS,3rd Quarter Report,"889,710","31,378",1.74,0.8
25-Jun-19,SUPERLN,4th Quarter Report,"27,407","1,670",1.05,0
25-Jun-19,GKENT,1st Quarter Report,"82,779","13,507",2.5,0
24-Jun-19,MYNEWS,2nd Quarter Report,"132,982","7,951",1.17,1
24-Jun-19,SAUDEE,3rd Quarter Report,"19,326",363,0.27,0
24-Jun-19,BJLAND,Other,"1,639,019","181,475",3.64,0
24-Jun-19,HIGHTEC,2nd Quarter Report,"5,574","1,181",3.23,0
24-Jun-19,MBSB,1st Quarter Report,"784,037","83,830",1.31,0
24-Jun-19,COMFORT,1st Quarter Report,"119,956","8,411",1.5,0
21-Jun-19,MAGNI,4th Quarter Report,"234,616","21,784",13.39,5
21-Jun-19,KYM,1st Quarter Report,"21,043","-1,060",-0.71,0
21-Jun-19,SCBUILD,1st Quarter Report,515,-467,-0.05,0
20-Jun-19,BJMEDIA,4th Quarter Report,"4,812","-3,713",-1.58,0
20-Jun-19,JAYCORP,3rd Quarter Report,"65,926","3,851",2.85,0
20-Jun-19,JOHAN,1st Quarter Report,"25,722","5,759",0.92,0
20-Jun-19,POHKONG,3rd Quarter Report,"236,373","5,388",1.31,0
19-Jun-19,WONG,2nd Quarter Report,"13,094",388,0.37,0.5
18-Jun-19,BJTOTO,Other,"1,508,826","70,175",5.21,4.5
18-Jun-19,CYL,1st Quarter Report,"11,858",491,0.49,0
18-Jun-19,PLS,4th Quarter Report,"12,955","-8,045",-2.29,0
18-Jun-19,TOPGLOV,3rd Quarter Report,"1,190,235","74,665",2.92,3.5
13-Jun-19,MESTRON,1st Quarter Report,"17,014","2,471",0.4,0
13-Jun-19,BJFOOD,Other,"169,931","4,049",1.12,1
12-Jun-19,BAUTO,4th Quarter Report,"538,277","60,057",5.18,10.5
11-Jun-19,SEACERA,Other,783,"-102,154",-21.52,0
10-Jun-19,HPMT,1st Quarter Report,"21,915","2,548",1.01,0
10-Jun-19,GREATEC,1st Quarter Report,"58,727","12,548",2.48,0
4-Jun-19,KESM,3rd Quarter Report,"73,803",870,2,0
3-Jun-19,MITRA,1st Quarter Report,"185,577","-4,288",-0.48,0
3-Jun-19,INCKEN,1st Quarter Report,"1,972","-2,777",-0.72,0
3-Jun-19,ZELAN,1st Quarter Report,"36,442","-1,501",-0.18,0
3-Jun-19,DSONIC,4th Quarter Report,"56,717","11,627",0.86,0.5
31-May-19,PASDEC,1st Quarter Report,"47,511","-3,178",-0.79,0
31-May-19,LONBISC,2nd Quarter Report,"121,609","5,930",2.43,0
31-May-19,EMETALL,1st Quarter Report,"18,982",255,0.14,0
31-May-19,MTDACPI,4th Quarter Report,"64,912",-561,-0.24,0
31-May-19,CLOUD,2nd Quarter Report,"32,861","5,075",0.61,0
31-May-19,ICONIC,4th Quarter Report,"2,414","-12,025",-4.86,0
31-May-19,SCOMNET,1st Quarter Report,"24,971","3,747",0.58,0
31-May-19,KHEESAN,1st Quarter Report,"78,582","1,211",1.14,0
31-May-19,DSONIC,3rd Quarter Report,"56,755","8,997",0.67,1
31-May-19,FINTEC,4th Quarter Report,518,"-13,152",-2.48,0
31-May-19,LBS,1st Quarter Report,"326,563","17,684",1.13,0
31-May-19,TITIJYA,3rd Quarter Report,"117,569","10,823",0.81,0
31-May-19,KINSTEL,3rd Quarter Report,"31,964","-18,321",-1.76,0
31-May-19,MUHIBAH,1st Quarter Report,"272,385","33,011",6.85,0
31-May-19,SEEHUP,4th Quarter Report,"23,297",-483,-0.6,1.8
31-May-19,MINETEC,4th Quarter Report,"30,775","-10,643",-1.46,0
